stop_id,stop_lat,stop_lon,stop_name
S4085,5.57738,-0.200805,Nima Roundabout 996
S4086,5.58016,-0.197793,Market 403
S4090,5.56763,-0.216526,Overhead 423
S4091,5.56787,-0.216595,Iran clinic
S4092,5.56818,-0.216871,Curve 423
S4096,5.55614,-0.168039,U Turn
S4097,5.56327,-0.143213,Labadi
S4098,5.56633,-0.131921,Bush Road Junc.
S41,5.58929,-0.232349,Sunlight
S410,5.62273,-0.219211,Achimota School
S4101,5.58343,-0.104189,Mobil 425
S4102,5.58874,-0.097328,First Junction 424
S4104,5.59382,-0.088998,Brigade 424
S4105,5.5957,-0.0859,Cold Store 424
S411,5.62084,-0.22144,6 PS
S4116,5.56663,-0.212562,Overhead 424
S4120,5.56464,-0.216955,Odorna Market
S4121,5.56042,-0.147723,Labadi 1
S4122,5.58032,-0.107694,Addoemi
S4127,5.60011,-0.080357,Agric Bank
S4132,5.59359,-0.08941,Brigade 424
S4134,5.58858,-0.097717,First Junction 425
S4136,5.58799,-0.098701,Total 425
S4137,5.58732,-0.099842,Melcom (Teshie)
S414,5.68398,-0.277106,ACP
S4145,5.57377,-0.193497,First Gate 428
S4146,5.57312,-0.192217,Second Gate 055
S4147,5.56224,-0.172454,Labone
S4148,5.56213,-0.145165,Labadi
S415,5.68773,-0.281729,Pokuase Junction
S4150,5.58361,-0.104988,Mobil 428
S4151,5.58559,-0.106144,Presby
S4152,5.58744,-0.106608,Market 428
S4153,5.59566,-0.111961,Cold Store 428
S4156,5.56315,-0.144141,Labadi
S4162,5.53672,-0.223316,Polyclinic 302
S4168,5.56836,-0.220293,VIP
S417,5.69305,-0.288572,Festus
S4172,5.58878,-0.28214,Abrantie
S4173,5.592,-0.287434,Awoshie Last Stop
S4177,5.59024,-0.284683,Onyinase
S4179,5.58273,-0.275573,Barnyard 2
S4185,5.559,-0.295485,Jayee
S4186,5.55798,-0.298078,Mens
S4187,5.55493,-0.306814,Tetegu
S4188,5.55289,-0.325133,Choice
S4189,5.55085,-0.330625,Weija Barrier
S4190,5.54748,-0.338928,SCC
S4191,5.55103,-0.355686,Broadcasting
S4192,5.54341,-0.38992,Kalabule Junction
S42,5.58754,-0.232945,Cold Store 366
S4201,5.58875,-0.26058,Market 436
S4202,5.59113,-0.259686,Mercy
S4203,5.59218,-0.259201,Blue Kiosk 436
S4207,5.59245,-0.259306,Blue Kiosk 436
S4208,5.58559,-0.26276,Rock
S4209,5.58376,-0.264521,Driving School
S421,5.69399,-0.289645,Asore Danho (Fise)
S422,5.69188,-0.287668,Festus
S4221,5.54296,-0.226528,Mortuary Korle Bu
S4222,5.53753,-0.221834,Korle Bu Junction 438
S4224,5.53751,-0.210325,One Way 2
S4225,5.54093,-0.206825,Post Office
S423,5.68916,-0.284163,Mobil 094
S4230,5.55626,-0.208227,Workers College
S4232,5.55811,-0.223796,Fataw
S4242,5.64183,-0.166761,NLO
S4254,5.6422,-0.164136,Bawalashi 2nd
S4261,5.52951,-0.269887,Ebenezer 260
S4263,5.52925,-0.26405,Dansoman Last Stop
S4265,5.53856,-0.215235,Agbado 476
S4268,5.54832,-0.218295,Makola No. 2
S4269,5.55022,-0.220306,Agbogbloshie Station No. 2
S427,5.65714,-0.265024,Roundabout 094
S4273,5.53449,-0.244497,Road Side 444
S4278,5.53102,-0.261413,Karikari
S4279,5.52929,-0.264021,Agege Last Stop Station
S4280,5.52876,-0.264537,Las Palmas
S4283,5.52826,-0.268384,Point 6
S4284,5.52954,-0.269861,Ebenezer 260
S4292,5.54826,-0.231169,Bishop Bowers
S4296,5.56751,-0.222912,Times
S43,5.5851,-0.231863,Swanlake
S4300,5.5381,-0.239488,Simpe 1
S4301,5.5352,-0.241969,Abogye
S4302,5.53267,-0.246244,Banboi 2
S431,5.62122,-0.231483,Achimota New Overhead
S4310,5.52842,-0.26857,Point 6
S4314,5.52901,-0.271622,Junction 446
S4315,5.52788,-0.267765,Point 6
S4317,5.52907,-0.264223,Agege Last Stop Station
S4319,5.54108,-0.239353,Salvation 2
S4320,5.55152,-0.240265,Goil 446
S4322,5.55778,-0.239874,Flamingo 4
S4323,5.56138,-0.238771,Abossey Okai Asoredanho
S4329,5.53216,-0.248303,Ayalolo
S4330,5.53239,-0.250942,Quantum Filling Station
S4333,5.53193,-0.254102,Agege
S4346,5.52948,-0.27016,Ebenezer
S4352,5.5401,-0.207545,Usher Fort 447
S436,5.63483,-0.240074,Mile 7 Junc.
S4360,5.53387,-0.237301,Traffic Light 447
S4361,5.53223,-0.248283,Ayalolo
S437,5.62372,-0.240716,Kingsby Hotel
S4373,5.58239,-0.235185,St John's 452
S4374,5.57959,-0.234307,Graceland
S4378,5.58024,-0.234719,Mangoase 1
S438,5.62239,-0.242477,Roundabout 095
S4382,5.58007,-0.234684,Mangoase 1
S4383,5.57881,-0.234544,Sakora Junction 452
S4384,5.57411,-0.23619,Presby Junction 452
S4386,5.57176,-0.235529,Cocoa Clinic
S4388,5.56867,-0.237085,Akutu Junction
S4393,5.57536,-0.236369,Council
S4394,5.57797,-0.235465,Tsofi
S4395,5.57915,-0.234042,Sakora Junction 452
S4397,5.58244,-0.235191,St John's 452
S4398,5.58406,-0.23633,Good Sheperd
S44,5.58109,-0.22985,Washing Bay 046
S440,5.62511,-0.242989,Curve 095
S4402,5.5626,-0.200692,Ridge Hosp. Taxi Rank
S4408,5.5731,-0.1923,Second Gate 055
S4409,5.56702,-0.182548,Danquah 055
S441,5.62559,-0.245805,Drug Store 095
S4410,5.56508,-0.182008,Afridom
S4411,5.56324,-0.18225,SSNIT 454
S4412,5.55355,-0.181416,Kelewele 454
S4416,5.57285,-0.191286,Sankara
S4417,5.57347,-0.192593,ABC
S442,5.62686,-0.246218,CPF 1
S4421,5.57124,-0.21008,Busy Internet
S4422,5.57045,-0.213778,Circle Lido Station
S4427,5.57373,-0.197689,Mobil 055
S443,5.62658,-0.250584,T-Junction 16
S4437,5.56612,-0.181032,Freedom
S4438,5.56805,-0.180698,Police Hospital
S444,5.62729,-0.252223,Bridge 095
S4446,5.65666,-0.179631,Legon 2nd 456
S4447,5.66279,-0.177888,Pre Sec
S445,5.62814,-0.261461,Alhaji
S446,5.63097,-0.265197,Ayigbe Town (via Tabora)
S4463,5.59813,-0.179567,Opeibea
S4465,5.59108,-0.181058,37 Hospital
S4466,5.5885,-0.179574,37 Station
S4467,5.58483,-0.176261,Lands
S4468,5.57992,-0.175422,Curve 456
S4469,5.57184,-0.180035,Labone Junction 456
S447,5.63095,-0.267035,Masalashi
S4470,5.56804,-0.180859,Police Hospital
S4478,5.55495,-0.183343,School Junction 002
S4482,5.56253,-0.201466,Electoral Commission
S4483,5.55935,-0.205427,Tigo 420
S4488,5.56654,-0.211819,Nangala
S4489,5.59015,-0.207681,Roadside 458
S4499,5.53568,-0.229003,Total Filling Station (Korle Bu)
S4501,5.53537,-0.230442,Korle Bu Lorry Station
S4506,5.53454,-0.242366,Abodwe
S451,5.62809,-0.261642,Alhaji
S4511,5.53792,-0.218006,UGC
S4512,5.53895,-0.213043,Akoto Lante
S4516,5.55853,-0.256477,New Russia Presby
S4525,5.54758,-0.198998,Agric
S4526,5.55489,-0.170582,Kaajano
S4527,5.55544,-0.169099,Ako Adjei
S453,5.62709,-0.257408,Bridge 095
S4531,5.54638,-0.202178,Lotteries
S4536,5.59894,-0.113254,Teshie Gonno
S4540,5.59112,-0.093712,A Life
S4541,5.58851,-0.09788,1st Junction
S4543,5.5848,-0.10285,Abotsi Hanyah
S4544,5.55083,-0.181868,Osu Anohor
S4545,5.54432,-0.206495,Melcom
S455,5.62749,-0.249401,CPF
S4552,5.55335,-0.184592,Osu Presbyterian Church
S4553,5.54974,-0.189568,Castle Junction
S4554,5.5442,-0.20442,Bishop
S4559,5.52957,-0.226672,First Stop 473
S456,5.62859,-0.247426,Drug Store 095
S4560,5.52769,-0.235613,Shalom Shalom
S4561,5.52746,-0.237062,Police Station
S4562,5.5272,-0.239151,Galilee
S4564,5.52698,-0.241806,T Garden 521
S4565,5.52667,-0.247164,Santana
S4569,5.52702,-0.241896,Galilee
S457,5.62502,-0.245709,Curve 095
S4572,5.53001,-0.224566,First Stop 473
S4573,5.53358,-0.211805,Light House 485
S4577,5.53203,-0.217135,Fire Service 521
S4578,5.53005,-0.224266,First Stop 473
S4579,5.52776,-0.233285,Awuley Quaye
S458,5.62232,-0.242315,Roundabout 095
S4580,5.52775,-0.235686,White House 473
S4581,5.52699,-0.241721,T-Garden 525
S4582,5.52663,-0.245948,Galilee
S4589,5.53002,-0.224221,First Stop
S4596,5.54811,-0.240268,Salvation
S46,5.57573,-0.229199,Second Gate 036
S4601,5.54576,-0.240267,Salvation
S4625,5.52556,-0.258865,China Town
S4626,5.52226,-0.261997,Drug Store 480
S4627,5.52137,-0.263751,Jah Annointing
S4628,5.52112,-0.265103,Sign Board 480
S4635,5.53686,-0.223365,St Mary's/Barber
S4638,5.54776,-0.217777,Filling Station 535
S4639,5.55026,-0.220246,Market 488
S4643,5.53033,-0.253793,Two-O-Five 1
S4644,5.52778,-0.254772,Masalachi 480
S4645,5.52688,-0.25465,Oly Dade
S4646,5.52578,-0.254564,Curve 480
S465,5.59884,-0.224234,Abeka Junction
S4658,5.53865,-0.238875,Sempe
S466,5.59127,-0.216939,Market 224
S4661,5.54322,-0.241526,Gemate
S4662,5.54289,-0.244937,Premier
S4663,5.54278,-0.246678,Adonteng
S4664,5.54285,-0.248565,Curve 2 485
S4665,5.54419,-0.24897,Container 485
S4666,5.54523,-0.249007,Second Junction
S467,5.59597,-0.216901,Alajo Taxi Rank
S4670,5.54526,-0.249433,Soko
S4671,5.54516,-0.249017,BigTime Spot
S4672,5.54295,-0.244713,Premier
S4673,5.54332,-0.240124,Salvation 2
S4674,5.53998,-0.239128,Sempe
S4675,5.53428,-0.237663,Station 544
S468,5.59869,-0.216915,T-Junction 096
S4683,5.54321,-0.241543,Korle Bu Junction 2
S4684,5.54307,-0.243278,Premier
S4686,5.54288,-0.248567,Curve 2
S4689,5.54527,-0.250312,Second Junction
S4694,5.55453,-0.24741,Liberia
S4696,5.55884,-0.245801,Flamingo 4
S4699,5.55586,-0.233351,Happy Kids
S47,5.57423,-0.230747,Kaneshie Polyclinic
S4701,5.55251,-0.222917,Sikkens
S4702,5.55093,-0.221172,Market 488
S4703,5.54792,-0.217943,Galloway
S4707,5.5523,-0.235088,Pennywise
S4708,5.55305,-0.237284,Zongo Market
S4710,5.5554,-0.244373,Curve 1 995
S4711,5.55552,-0.247164,Ribero
S4712,5.5507,-0.247258,Borla Junction 1
S4713,5.55059,-0.24919,Station 538
S4714,5.55239,-0.251108,Market 995
S4718,5.55052,-0.248811,Station 538
S4719,5.56904,-0.216813,Circle UTC Station
S4727,5.55566,-0.232402,Happy Days 410
S4729,5.55612,-0.235563,Gaskia
S4731,5.5561,-0.242669,Zongo Junction 490
S4734,5.55336,-0.247991,Banku Junction
S4735,5.55281,-0.249736,Station 538
S4739,5.54998,-0.255062,Ako Store
S4743,5.58205,-0.248004,Mangoase 492
S4744,5.59104,-0.252252,Circle Station
S4747,5.60379,-0.258063,Motorway
S4749,5.62149,-0.26274,Tabora Junction 2
S475,5.6091,-0.226693,Papaye 096
S4756,5.58856,-0.251118,Quarters 306
S4758,5.58199,-0.243086,Datus 175
S4760,5.57046,-0.237585,School Junction 492
S4764,5.54136,-0.212193,Attor Quashie
S4769,5.53482,-0.232887,Awoste Kojo
S4771,5.53422,-0.235497,Plaza 149
S4772,5.5337,-0.237949,Shell Filing Station 463
S4773,5.53428,-0.240846,Rainbow
S4784,5.53668,-0.221662,Korle Bu Polyclinic
S4786,5.53853,-0.208804,Ussher Fort
S4792,5.53729,-0.212636,Afiina
S4797,5.52879,-0.230494,Ama Mensah
S480,5.60948,-0.238154,Flat Top
S4806,5.52635,-0.249096,Bridge 521
S4810,5.52633,-0.249648,Pentecost 521
S4813,5.52745,-0.237008,Police Station 521
S4815,5.5298,-0.225399,Oceania Hotel
S4816,5.53743,-0.210029,One Way 1
S4817,5.53859,-0.208767,Usher Fort 995
S482,5.60802,-0.245941,Nii Boiman
S4822,5.55195,-0.233692,Nyame Aka
S4823,5.55286,-0.236936,Zongo Market
S4824,5.55375,-0.240174,Pipe-Ena
S4825,5.55568,-0.247187,Banku Junction
S4831,5.55089,-0.245974,Road Side 522
S4834,5.53437,-0.2378,Station 544
S4840,5.56012,-0.155392,Maamli
S4841,5.56138,-0.153146,Police Station 523
S4842,5.56342,-0.152562,Junction 1
S4843,5.5642,-0.151429,Todjo
S4844,5.56492,-0.150944,New Life 523
S4845,5.56732,-0.149415,Akrowa
S4850,5.56773,-0.149198,Junction 523
S4851,5.56151,-0.152856,Police Station 523
S4852,5.56054,-0.154897,Road Side 523
S4853,5.55974,-0.157739,Maamli
S4855,5.55731,-0.165013,Jokers
S4856,5.55299,-0.176464,G.C.B
S4857,5.55204,-0.179053,Filling Station 523
S4858,5.55081,-0.182597,Total 523
S486,5.60912,-0.238147,Flat Top
S4863,5.54077,-0.215158,Akoto Lante
S4869,5.53883,-0.246567,IBE Curve
S487,5.61069,-0.232868,Sue's Inn
S4870,5.53983,-0.251367,Bridge 1
S4871,5.54189,-0.254842,Abolo Junction
S4875,5.54175,-0.254857,Abolo Junction
S4876,5.54092,-0.253389,Abolo Junction
S4884,5.54216,-0.255507,Banana Inn
S4895,5.54703,-0.239522,Radio Gold 535
S4897,5.54114,-0.24367,Down Wright 535
S4898,5.53939,-0.244656,Infiniti
S49,5.57339,-0.231368,Mother's Inn
S4900,5.53997,-0.251507,Bridge 1
S4904,5.5391,-0.247424,Akoshie
S4906,5.53701,-0.238415,Down Right 536
S4911,5.54321,-0.216043,Timber Market 536
S4915,5.53527,-0.23085,Korle Bu
S4917,5.53459,-0.242188,Abodwe
S4922,5.54185,-0.254933,Banana Inn Station
S4924,5.54683,-0.254105,Five Five 539
S4929,5.55023,-0.254437,Station 538
S493,5.63891,-0.209038,Forestry
S4931,5.55256,-0.25026,Market 995
S4932,5.55061,-0.249292,Sukura Station
S494,5.6413,-0.205381,GIMPA
S4943,5.54428,-0.254176,Borla 538
S4944,5.54572,-0.254153,Masalachi 538
S4947,5.54698,-0.255262,Station 538
S4948,5.54957,-0.255197,Cold Store 538
S495,5.64377,-0.185832,Guest
S4952,5.54517,-0.255496,Masalachi 539
S4953,5.54263,-0.2564,Mango Down
S4954,5.54135,-0.254121,Transformer 539
S4956,5.53903,-0.24723,IBE
S4958,5.55792,-0.231257,Total
S4960,5.5685,-0.219617,VIP Station
S4964,5.54729,-0.23339,Flats
S4965,5.5471,-0.236366,Jungle
S4966,5.54712,-0.238397,Radio Gold 535
S4967,5.54187,-0.23956,Salvation
S4968,5.53994,-0.242945,Down Right 539
S4988,5.53331,-0.24276,Toilet Junction
S4993,5.52639,-0.248989,Chemuena Station
S5,5.64126,-0.330172,Oku Man
S50,5.56604,-0.233767,Kaneshie 1
S500,5.64023,-0.183388,Roundabout (Near Legon Gymnasium)
S5004,5.56573,-0.288866,Mallam Junction 017
S5007,5.54685,-0.382532,Tuba
S501,5.64376,-0.186121,Guest
S5014,5.53567,-0.410819,Amanfro
S5016,5.53912,-0.398004,Galelia
S5018,5.55225,-0.358021,Broadcasting
S5020,5.5561,-0.302582,Weija Junction
S5022,5.57387,-0.27717,Mallam Market 1
S5025,5.57951,-0.26003,Water Works 543
S5028,5.5468,-0.240135,Road Side 544
S503,5.64124,-0.205467,GIMPA
S504,5.63739,-0.213178,Kissehman
S5044,5.60884,-0.241008,Market 090
S5047,5.5973,-0.253847,Fadama
S5048,5.59748,-0.250333,Alaafia 1
S5049,5.58905,-0.251216,Darkuman Accra Station
S505,5.62281,-0.219142,Preparatory Sch
S5053,5.59074,-0.252158,Circle Station
S5054,5.60278,-0.256238,Nyamekye 1
S5063,5.64268,-0.238304,St John's Dome Station
S5064,5.65176,-0.237397,Old Station 092
S5065,5.65806,-0.237397,Born Again
S5067,5.66708,-0.239125,Junction 092
S5069,5.6819,-0.239871,Stores
S5070,5.68668,-0.231638,Obaa Ohemaa
S5071,5.68868,-0.231969,Guest House
S5072,5.69488,-0.235572,Mangoase 092
S5076,5.69035,-0.232126,Curve 092
S5077,5.66743,-0.238866,Junction 092
S5078,5.65824,-0.23731,Born Again
S5079,5.63367,-0.239109,Mile 7 Junc. 094
S5083,5.56616,-0.247727,Peace Clinic
S5084,5.56737,-0.249656,Quarters
S5088,5.56528,-0.26291,Blue Kiosk 990
S509,5.63742,-0.213015,Kissehman
S5098,5.52813,-0.233658,Awuley Quaye
S5099,5.52853,-0.231544,Masalachi 994
S51,5.56506,-0.233454,Kaneshie 2(Last Stop)
S5100,5.5288,-0.230274,Ama Mensah
S5101,5.52936,-0.227455,Nii Beach
S5102,5.52985,-0.225074,Korle Bu Junction 185
S5108,5.55558,-0.244187,Curve 1 995
S5109,5.55567,-0.247039,Ribero
S5112,5.55278,-0.249792,Taxi Rank 995
S5117,5.55253,-0.249695,Taxi Rank 995
S5118,5.55056,-0.249311,Sukura Station
S512,5.64263,-0.189874,University Primary
S5124,5.53682,-0.223647,Mary's
S5126,5.53189,-0.217129,Fire Service 521
S5136,5.59067,-0.195921,McBonalds
S5139,5.57298,-0.201804,Nima Police Station 996
S514,5.64378,-0.185777,Guest 351
S5140,5.57101,-0.210376,Equip
S5141,5.57132,-0.213171,Circle Overhead 996
S5148,5.58095,-0.199031,Nima Taxi Station
S5152,5.59389,-0.194791,Stop E
S516,5.63998,-0.183818,Roundabout 099
S5162,5.68714,-0.029455,Traffic 112
S5166,5.57175,-0.20707,Paloma
S517,5.64064,-0.179353,Okponglo Legon Station
S5172,5.61402,-0.27379,Race Course
S5178,5.60918,-0.274823,Generator
S5188,5.62656,-0.25068,T-Junction 016
S5189,5.63097,-0.252931,Roadside 038
S5190,5.64943,-0.252313,Unity Oil
S5192,5.65439,-0.260362,Weija Barrier
S5194,5.67271,-0.271771,ACP
S52,5.55863,-0.229574,Mosque 036
S5202,5.68732,-0.281742,Bokuase Junction
S5203,5.6689,-0.271105,John Teye 1
S5204,5.64176,-0.250608,Tantra
S5205,5.62371,-0.248974,T-Junction
S5206,5.62179,-0.250182,End Hor
S5210,5.60124,-0.261104,King Kong
S5211,5.60801,-0.274835,Junction 122
S5213,5.60824,-0.278843,Agogo junction
S5218,5.60872,-0.279532,Curve 039
S5219,5.6082,-0.278538,Deseret
S522,5.63505,-0.215015,Christian Village Junc.
S5220,5.60785,-0.274634,Junction 122
S5222,5.60502,-0.252362,Abrantie 2
S523,5.62711,-0.218937,Achimota Hospital
S5231,5.60792,-0.246595,Vulganizer 040
S5246,5.6444,-0.237586,Dome Market
S5248,5.64369,-0.237909,Market 2
S5249,5.63935,-0.242562,St John's Dome Station
S5259,5.59861,-0.234124,Free Pipe
S5260,5.5981,-0.233129,Total 011
S5262,5.59917,-0.226468,Abrantie
S5263,5.59733,-0.223141,Abeka Junction
S5269,5.59859,-0.229279,Abeka Junction
S5271,5.5993,-0.236066,Total 013
S5279,5.60282,-0.241831,Eno
S528,5.63799,-0.211537,Pure Fire
S5283,5.58807,-0.21801,Alajo
S5288,5.58094,-0.216804,Caprice
S5289,5.59885,-0.227821,Abeka Junction
S529,5.63916,-0.209329,Westlands
S5290,5.5986,-0.233811,Total 013
S5291,5.59933,-0.236504,Adom
S53,5.55574,-0.226609,Gyeene (onion)
S530,5.65195,-0.209486,Communication
S5300,5.60711,-0.246336,Road Side 014
S531,5.66737,-0.196223,Super Market 081
S5310,5.545,-0.209493,Rawlings park
S5312,5.54737,-0.207107,Makola
S5314,5.56046,-0.210251,Champion
S5315,5.56388,-0.211168,Market 014
S5318,5.59082,-0.218245,Alajo
S532,5.66728,-0.181807,Atomic Junction
S5320,5.59863,-0.23385,Junction 216
S5321,5.60065,-0.23894,Market 014
S5323,5.60071,-0.239057,New Fadaman junc.
S5327,5.61467,-0.246336,Links garden
S5328,5.62274,-0.248446,Family Life
S533,5.66792,-0.17665,Adenta 2nd
S5331,5.63251,-0.243818,Park 044
S5332,5.64191,-0.238676,School Junction 015
S5335,5.64855,-0.236619,Dome Crossing
S5336,5.65188,-0.237409,Dome Crossing
S5337,5.65603,-0.237297,Gym
S5338,5.66102,-0.23737,Dome New Station
S5339,5.67301,-0.240515,Stores
S5340,5.68098,-0.243023,White house
S5341,5.68849,-0.246871,Market 015
S5342,5.69063,-0.247803,Kwabenya station
S5346,5.69054,-0.247839,Kwabenya station
S5347,5.67462,-0.240917,Police Station 015
S5349,5.65239,-0.237462,Vulganizer 015
S5355,5.6293,-0.247913,Clinic
S5356,5.62332,-0.248861,Family Life
S5357,5.61604,-0.248396,High Tension
S5361,5.65782,-0.265155,Ofankor Barrier
S5362,5.67278,-0.271714,Agya Herbal
S5368,5.70596,-0.297728,Amasaman
S5375,5.69822,-0.292179,Fise Junction
S5378,5.65769,-0.26566,Weija Barrier
S5382,5.63458,-0.24056,Mile 7 021
S5384,5.62665,-0.25056,15th
S5389,5.60121,-0.261183,Hong kong 017
S539,5.63865,-0.209678,GIMPA Junction
S5392,5.56921,-0.28687,Mallam Junction 017
S5398,5.54641,-0.341893,Shoprite
S5400,5.54797,-0.34868,Bortianor
S5401,5.54496,-0.384694,Kalabule
S5403,5.53684,-0.406336,Washing Bay 017
S5404,5.53616,-0.409036,Quarters 071
S5407,5.53492,-0.423064,Laststop Kasoa
S5416,5.55584,-0.303924,Weija Junction
S5417,5.55096,-0.330206,Spot M
S5419,5.55169,-0.367948,Dam
S5420,5.55122,-0.369526,Dam
S5423,5.53664,-0.407064,Washing Bay 114
S5424,5.53537,-0.417503,Pink FM
S543,5.63474,-0.215243,Christian Village Junc.
S5435,5.65777,-0.265315,Ofankor Barrier
S5441,5.71223,-0.305081,Toman
S5448,5.73409,-0.313855,Toll booth
S5449,5.72571,-0.311431,Sarpeima Last Stop
S5450,5.71154,-0.304782,Toman
S5460,5.59878,-0.234727,Because
S5468,5.55065,-0.210837,Accra UTC
S5473,5.58098,-0.216599,Shell 020
S5474,5.58588,-0.217241,Caprice
S5476,5.59893,-0.22788,Abeka Junction 1
S5478,5.59835,-0.231789,Junction 216
S5479,5.60081,-0.239129,Market 020
S5480,5.61167,-0.245127,Stop B
S5482,5.61883,-0.249906,Fishpond
S5483,5.62367,-0.248955,T-Junction 016
S5485,5.62965,-0.248018,Clinic
S5487,5.63379,-0.241691,Mile 7 021
S5491,5.6471,-0.236531,Dome Crossing
S5492,5.65419,-0.237297,Filling Station 021
S5496,5.65162,-0.23746,Old Station 092
S550,5.60942,-0.212168,Abelemkpe
S5502,5.627,-0.250206,CPF
S5505,5.62188,-0.250159,Petroleum
S551,5.60759,-0.207609,Dzorwulu Junction
S5510,5.57947,-0.210663,Asantewaa
S5513,5.58238,-0.208661,Nima Junction
S5519,5.5921,-0.205401,Taxi Rank 311
S552,5.5947,-0.202178,Abavana
S5521,5.59644,-0.199519,Top class
S5527,5.57767,-0.212026,Pro Credit
S553,5.59258,-0.204003,Police Station 400
S5535,5.5651,-0.1446,Trade Fair
S5537,5.56937,-0.147489,La Beach
S554,5.5882,-0.207484,Agbajina
S5544,5.59475,-0.087517,Nungua Police Station
S555,5.5841,-0.208234,Lapaz Station Newtown
S5550,5.62893,-0.089915,Kotobabi
S5551,5.64028,-0.120013,Printex
S5552,5.62108,-0.173991,Roundabout (Accra Mall)
S5564,5.59931,-0.236171,Abeka Market
S5568,5.59889,-0.224001,Lapaz Junction
S557,5.58158,-0.209049,New Town Mallam Atta Station
S5571,5.57572,-0.216742,Asore Danho 011
S5572,5.5676,-0.2151,Circle Coporative Station
S5574,5.56309,-0.213937,Adabraka Market
S5577,5.54893,-0.21049,Railways
S5581,5.57619,-0.223057,Commercial
S5583,5.57738,-0.223231,Industrial Area SSB
S5584,5.58138,-0.223654,Industrial Area Kasadjan
S5585,5.58787,-0.226755,Old Melcom 2
S5587,5.59094,-0.230508,Fadama Junction 028
S5589,5.59409,-0.232544,Washing Bay 1
S5590,5.59415,-0.232916,Washing Bay 2
S5596,5.59167,-0.231724,Lake Side
S5598,5.58548,-0.225276,Industrial Area Stanbic
S5599,5.58293,-0.224145,Kasadjan
S5600,5.57856,-0.223391,Industrial Area SSB
S5602,5.57374,-0.221324,Fan Milk
S5606,5.59657,-0.233335,First Junction 029
S561,5.58201,-0.208783,New Town Mallam Atta Station
S5610,5.57755,-0.227661,RLG building
S5613,5.57213,-0.230981,R.about
S5615,5.56814,-0.234721,Welfare
S5619,5.59154,-0.232988,Roadside 029
S562,5.58715,-0.207656,New Town 37 Station
S5624,5.57432,-0.179432,Acquinas
S5627,5.56376,-0.181469,Food court
S5628,5.56285,-0.181647,SSNIT 002
S5629,5.5618,-0.181817,Frankies
S563,5.59146,-0.205998,Nkansah Gyan 103
S5631,5.55498,-0.183329,School Junction 002
S5635,5.55401,-0.183674,Osu Presbyterian Church
S564,5.59829,-0.198232,Pig Farm Down
S5641,5.57019,-0.180383,Prisons 002
S5642,5.57337,-0.17966,Morning star school
S5644,5.58104,-0.176085,GIS
S5649,5.60707,-0.207272,Perez
S5650,5.60319,-0.201017,Roman Ridge
S5652,5.59488,-0.18878,Kawokudi
S5658,5.61155,-0.231228,Akweteman
S5659,5.61055,-0.234539,Apenkwa
S566,5.6029,-0.200339,Roman Ridge
S5663,5.61735,-0.310927,Up Town
S5664,5.61408,-0.313565,Masalachi 035
S5665,5.61263,-0.31497,Agape Top Station
S5666,5.60882,-0.322827,2nd Container
S5667,5.60883,-0.325557,Jerico
S567,5.60501,-0.203651,Ebony 254
S5672,5.60889,-0.326614,Jerico
S5673,5.60894,-0.318085,Park 035
S5674,5.61255,-0.314854,Agape Top Station
S5675,5.61421,-0.313457,Masalachi 035
S5677,5.61771,-0.310533,Up Town
S5678,5.62324,-0.305955,Block Factory 035
S5680,5.62513,-0.28438,Sowutuom
S5682,5.60768,-0.254436,Lapaz Community Road
S5683,5.60943,-0.250755,Presby Junction 035
S5687,5.64626,-0.210535,Bridge 377
S5688,5.64991,-0.209914,Westland Junction
S569,5.60749,-0.207327,Dzorwulu Junction
S5694,5.6751,-0.20343,Poultry farm
S5695,5.69103,-0.197645,Fitting Shop 120
S5699,5.70066,-0.207143,Downtown
S57,5.57343,-0.231271,Mother's Inn
S570,5.60897,-0.216542,Abelemkpe
S5700,5.69824,-0.204972,Super Markert
S5702,5.69504,-0.201673,Cemetery 377
S5703,5.69201,-0.198926,Agbogba junction
S5705,5.68057,-0.201861,Ecomog
S5706,5.67175,-0.20456,Bridge
S5710,5.66121,-0.205662,Pharmacy 380
S5712,5.65832,-0.207125,Flower Pot 380
S5713,5.6435,-0.210153,Bridge 377
S5714,5.6418,-0.211017,Curve 1
S5715,5.63721,-0.210836,Airways
S5721,5.6086,-0.24265,Mambolino
S5726,5.58755,-0.271571,Barnyard 1
S5730,5.58911,-0.281928,Ordorgornor school
S5733,5.59312,-0.28862,Calvary
S5734,5.59889,-0.290782,Awoshie Market
S5739,5.58434,-0.274494,Barn Yard
S574,5.639,-0.242495,St John's Dome Station
S5746,5.60501,-0.252268,Super bets
S575,5.66719,-0.270438,John Teye
S5752,5.65148,-0.209451,Roadside 380
S5753,5.65982,-0.206381,Phamarcy 380
S5757,5.66147,-0.205643,Road Side 380
S576,5.6727,-0.271724,Agyaeba
S5760,5.65626,-0.208003,Roadside 380
S5762,5.63868,-0.209577,Gimpa junction
S5769,5.60937,-0.23828,Addae house
S5770,5.60846,-0.243728,Roadside 2 380
S5777,5.62886,-0.263516,Aforman house
S5779,5.62116,-0.262662,Shell 381
S5784,5.5732,-0.150114,Kpogas
S5785,5.57288,-0.148877,Stop D
S5786,5.57448,-0.146608,AMA (La)
S5788,5.57276,-0.144385,Zenith
S5789,5.57312,-0.141438,Exopa
