stop_id,stop_lat,stop_lon,stop_name
S2423,5.54676,-0.244155,Christ Embassy
S2424,5.54673,-0.246117,Appiah Danquah
S2425,5.54275,-0.247412,Bridge 267
S2426,5.54304,-0.248923,Curve 2 405
S2428,5.54527,-0.249101,Church of Christ
S2429,5.54522,-0.250217,Second Junction 267
S243,5.61653,-0.229452,Achimota Old Station
S2434,5.54531,-0.24907,Church of Christ
S2435,5.54298,-0.248923,Curve 2 405
S2436,5.54273,-0.247438,Bridge 267
S2437,5.54825,-0.240152,Radio Gold 995
S2438,5.5564,-0.240131,Kasoa Station
S2442,5.57119,-0.237531,Bubuashie Roundabout
S2443,5.57733,-0.23858,Block Factory 269
S2447,5.57704,-0.238537,Block Factory 269
S2451,5.55661,-0.240196,Zongo Junction 166
S2452,5.55333,-0.240213,Pipe-Ena
S2453,5.55077,-0.24021,Blacksmith
S2454,5.53911,-0.243926,Down Rice
S2455,5.53835,-0.245034,Mamprobi Polyclinic
S2457,5.53565,-0.247446,IBE
S2458,5.53566,-0.248585,Koomkporteye
S246,5.60171,-0.224957,Tesano Baptist
S2463,5.53598,-0.253683,Camara 270
S2464,5.53561,-0.251478,Mangoase 270
S2467,5.53885,-0.244557,M Polyclinic
S2468,5.54131,-0.239364,Salvation 2
S247,5.60876,-0.226565,Total 079
S2472,5.53474,-0.242319,Abodwe
S2473,5.53321,-0.242743,School
S2474,5.53078,-0.242442,Kakalika
S2475,5.52749,-0.242185,Toilet Junction
S2481,5.52643,-0.248837,Lamptey Maamli
S2482,5.52665,-0.246168,Alomo
S2483,5.53043,-0.242682,Toilet Junction
S2484,5.53291,-0.242497,Toilet Junction
S2486,5.53628,-0.241421,Rijo
S2487,5.54401,-0.240143,Korle Bu Junction 271
S2488,5.55095,-0.240095,Blacksmith
S249,5.62249,-0.225911,Curve 2
S2495,5.53871,-0.23886,Sempe
S25,5.58513,-0.210003,School Junction 030
S2508,5.57817,-0.200566,Nima Roundabout 274
S2509,5.5812,-0.198854,Masalachi First
S2510,5.58836,-0.196567,Nima Gutter
S2515,5.5816,-0.198678,Masalachi Second
S2516,5.57929,-0.199975,Shell 274
S2517,5.57024,-0.213534,Circle Overhead 419
S2522,5.61747,-0.193986,Fiesta Royale
S2523,5.64155,-0.178125,Okponglo 275
S2528,5.67916,-0.172712,Zongo Junction 422
S2530,5.70542,-0.17107,Weija Barrier
S2534,5.69659,-0.171975,SDA
S2536,5.67781,-0.173272,Faith School Complex
S254,5.57268,-0.216401,Vodafone Office 203
S2540,5.65397,-0.1808,Legon Mall
S2541,5.64835,-0.179825,Legon Second 414
S2547,5.60452,-0.178003,Airport Second
S2555,5.5729,-0.206441,Silver Cub
S2559,5.56871,-0.219273,Neoplan 275
S2561,5.56248,-0.228629,Kaneshie Roundabout
S2562,5.56211,-0.230497,Roundabout Filling Station
S2566,5.53469,-0.244497,Methodist 260
S2567,5.53229,-0.248253,UNC
S2578,5.52752,-0.266171,Atomic (by Agege)
S2580,5.53223,-0.248248,UNC
S2582,5.55115,-0.240086,Goil 446
S2583,5.55348,-0.240148,Pipe-Ena
S2589,5.54875,-0.240271,Radio Gold 995
S2590,5.53794,-0.239467,Sempe 2
S2591,5.53639,-0.241167,Loui Joe
S2592,5.53537,-0.24208,Abordwe
S2594,5.53489,-0.243068,Junction 236
S2595,5.53102,-0.25027,Alhaji Station
S2599,5.53502,-0.242367,Abordwe
S26,5.58489,-0.208197,Bank(GCB)
S2600,5.5379,-0.239831,Sempe 2
S2608,5.5634,-0.237487,Kaneshie Dansoman Station
S261,5.55328,-0.208512,Tudu 1st
S2612,5.57848,-0.215758,Curve 278
S2613,5.57692,-0.208636,Challenge
S2614,5.57822,-0.207453,Obuor Ba
S2615,5.57998,-0.206251,Bolgatanga
S262,5.56234,-0.2108,Champion
S2622,5.56268,-0.24557,JT 281
S2627,5.55594,-0.253374,Komanko
S2628,5.55539,-0.254737,Junction
S263,5.57228,-0.216067,P&T
S2632,5.55681,-0.251152,Curve 146
S2634,5.55909,-0.246307,Flamingo
S2635,5.56123,-0.245721,Kings Hotel
S2636,5.56832,-0.242789,First Light 3
S2637,5.56579,-0.236654,Footbridge 2
S2641,5.53673,-0.238448,Sempe
S2646,5.53122,-0.232282,Curve 3
S2647,5.53176,-0.23244,Curve 282
S2649,5.53174,-0.235292,Tuesday Market
S2650,5.53299,-0.237516,Martyrs Of Uganda
S2652,5.53714,-0.238415,Sempe
S2664,5.5386,-0.222124,Mortuary 283
S2665,5.53735,-0.220749,Korle Bu Junction 283
S2666,5.53822,-0.217458,UTC (Agbado)
S2668,5.53833,-0.213022,Akoto Lante
S2669,5.5355,-0.21163,Asore
S267,5.60589,-0.225818,Tesano 2nd
S2672,5.54167,-0.206408,High Street
S2673,5.54272,-0.206959,Accra Post Office
S2677,5.55644,-0.21247,Farresco
S268,5.61057,-0.22773,Total 079
S2682,5.58844,-0.234181,Palm Junction
S2683,5.58978,-0.236944,Adoodo Down
S2687,5.58905,-0.236287,55
S2697,5.57861,-0.227752,Barclays
S27,5.58337,-0.208371,College
S2702,5.5821,-0.230399,Greenhand
S2707,5.57209,-0.231088,Awudome Roundabout
S2708,5.56755,-0.235062,Curve 288
S271,5.56761,-0.215006,PTC 078
S2721,5.54308,-0.239847,Korle Bu Junction 2
S2730,5.53503,-0.242382,Abodwe 3
S2731,5.52754,-0.242209,Toilet Junction
S2735,5.52805,-0.242295,T Garden 542
S2748,5.5594,-0.251895,Curve 1 296
S2752,5.55879,-0.246698,Traffic Light 296
S2757,5.61258,-0.202457,MTN Dzorwulu
S2758,5.60865,-0.206522,Perfect Touch Dzorwulu
S276,5.66738,-0.19908,Ecobank
S2760,5.60326,-0.204865,Ebony 298
S2763,5.59586,-0.200775,Club Thousand
S2764,5.59052,-0.206835,Nkansah Gyan 298
S2768,5.57671,-0.21271,Pro Credit 1
S2769,5.57943,-0.21057,Asantewa
S277,5.66951,-0.178957,Atomic First
S2773,5.58225,-0.208613,Nima Junction
S2775,5.5842,-0.208174,Kaneshie Station (New Town)
S278,5.66794,-0.176689,Atomic Second
S2782,5.61293,-0.202042,MTN Dzorwulu
S2784,5.61405,-0.195842,Presby Junction 298
S2788,5.58748,-0.232571,Swanlake
S2790,5.59874,-0.234242,Total 013
S2792,5.60205,-0.239937,Eno
S2796,5.58197,-0.230358,Washing Bay 046
S2797,5.57685,-0.227462,Total 209
S2799,5.57425,-0.230604,Kaneshie Polyclinic
S280,5.67101,-0.175265,Firestone
S2801,5.56625,-0.233752,Mkt Roundabout
S2802,5.55406,-0.231578,Igbe Town
S2803,5.53688,-0.223369,Polyclinic 302
S2808,5.57246,-0.230694,Awudome Roundabout
S2809,5.57815,-0.227863,Dansbar
S2810,5.57943,-0.228456,Barclays
S2811,5.59914,-0.235595,Peecoz
S2812,5.60062,-0.238626,Fadama Junction
S2818,5.56054,-0.229796,Abossey Okai
S2819,5.54296,-0.226269,Korle Bu
S282,5.67575,-0.173581,Masalachi 081
S2823,5.56546,-0.288968,Mc Carthy
S2824,5.55351,-0.319786,White Cross
S2825,5.55101,-0.330244,Filling Station
S283,5.67665,-0.179199,Zongo Junction 081
S2836,5.58069,-0.262277,Odorkor
S2837,5.58351,-0.264315,Odorkor Shell
S2841,5.58592,-0.264892,Addy Junction
S2843,5.55784,-0.231372,Abossey Okai
S2849,5.57322,-0.248681,Atico
S285,5.68757,-0.171288,Ritz
S2851,5.58045,-0.263726,Odorkor Station
S2852,5.57838,-0.270469,Busia Junction
S286,5.69659,-0.171596,SDA
S287,5.70023,-0.171587,Fili
S2879,5.59027,-0.182944,First Gate 307
S2885,5.59468,-0.202276,Abavana
S2886,5.59339,-0.203297,Night Market 307
S2895,5.57927,-0.203353,Junction 308
S2896,5.59229,-0.207018,Jehovah's Witness
S2897,5.5947,-0.207692,Market 311
S2901,5.58683,-0.20771,37 Station
S2903,5.58011,-0.210158,Shell 1
S2904,5.57359,-0.214898,New Town Station
S291,5.70025,-0.171972,Barrier Station
S2911,5.59363,-0.206633,Tobinco
S292,5.69424,-0.171914,SDA
S2925,5.60427,-0.244311,Post Office 310
S293,5.68423,-0.171463,Ritz
S2931,5.59834,-0.212207,Polo Junction 345
S2938,5.59845,-0.217003,Alajo Taxi Rank
S294,5.68093,-0.172131,Oman FM
S2943,5.56406,-0.201824,Ridge 311
S2945,5.55395,-0.204832,Polytechnic
S2949,5.5582,-0.205674,Tigo 420
S2950,5.56359,-0.206263,Mental Hosp.
S2951,5.56701,-0.206652,Asylum Down
S2952,5.57231,-0.213444,Overhead 311
S2953,5.57709,-0.209962,Kokomlemle
S2954,5.57795,-0.207826,Obuor Ba
S2955,5.58306,-0.206991,College
S2956,5.58783,-0.207515,New Town 37 Station
S2958,5.59181,-0.205657,Taxi Rank 311
S296,5.66733,-0.17822,Atomic
S2963,5.59789,-0.276659,Second Lake
S297,5.66746,-0.195923,Super Market 081
S2971,5.59873,-0.26319,Hong Kong 314
S2974,5.60863,-0.240021,Akweteman
S2975,5.61046,-0.233679,Flat Top
S2976,5.61202,-0.227524,Overhead 2
S2981,5.61058,-0.234195,Flat Top
S2982,5.61013,-0.23611,Akweteman
S299,5.66744,-0.199338,Papawo
S2991,5.60115,-0.261169,Hong kong 017
S2998,5.60594,-0.249552,Taxi Station
S3,5.59908,-0.29073,Market 005
S300,5.66767,-0.205202,Haatso Junction
S3000,5.61017,-0.234296,Sue's Inn
S3001,5.61255,-0.226798,Overhead 1
S3003,5.61996,-0.185724,Shell 318
S3004,5.62217,-0.174665,Roundabout 318
S3007,5.65184,-0.180065,Legon 2nd 414
S3008,5.66054,-0.178236,UPS Junction
S301,5.66489,-0.2046,Barclays Bank
S3016,5.62224,-0.178717,Roundabout 321
S302,5.66118,-0.205757,Pharmacy 380
S3020,5.65082,0.0004795,Site 10
S3022,5.63494,0.005061,Ghacem 321
S3026,5.63861,0.00689,Ghacem 321
S3027,5.68241,-0.025576,Ashiaman Overhead
S3028,5.65349,-0.097658,License
S303,5.65704,-0.207723,Clinic 121
S3030,5.64319,-0.123058,Pharmacy 380
S3032,5.64082,-0.129009,Manet
S3034,5.63412,-0.145785,Toll Gate 321
S3035,5.63221,-0.150056,City Light
S3036,5.62384,-0.173981,Roundabout 321
S3039,5.61233,-0.228305,Overhead 321
S304,5.64983,-0.209961,Westland Junction
S3040,5.6065,-0.24909,Lapaz
S3043,5.57184,-0.24725,Quarters 322
S3046,5.55414,-0.214345,Graphic
S305,5.63416,-0.215748,X'tian Village Junction
S3050,5.5592,-0.225665,Toyota 322
S3053,5.58061,-0.262417,Odorkor
S3055,5.5873,-0.26558,Addy Junction
S306,5.62707,-0.218873,Achimota Hospital
S3060,5.61177,-0.279721,Auntie Aku Junction
S3061,5.61184,-0.280033,Dela 039
S3065,5.61101,-0.279626,Auntie Aku Junction
S3069,5.59657,-0.270753,Jah love
S3070,5.59945,-0.272671,Blue Kiosk 409
S3074,5.60031,-0.273246,Video 325
S3081,5.60138,-0.273769,Video 325
S3082,5.60298,-0.274761,Drug Store
S3083,5.60584,-0.275592,Santa Maria
S3085,5.61229,-0.275343,School Junction 326
S3089,5.62231,-0.278276,Transformer 326
S3090,5.61057,-0.275102,Polo Junction 122
S3092,5.60567,-0.275816,Santa Maria
S3094,5.59938,-0.272598,Family and Friends
S3098,5.54684,-0.210584,GCB Bank
S31,5.59915,-0.236031,Because
S310,5.61752,-0.193762,Fiesta Royale
S3105,5.58658,-0.192782,Masalachi 331
S3106,5.57703,-0.197106,Kanda Overhead
S3107,5.56826,-0.201259,Accra High
S3108,5.56259,-0.204697,Mental Hosp.
S3114,5.60543,-0.245302,Roadside 331
S312,5.64685,-0.154268,American House Bridge
S3124,5.67577,-0.173618,Masalich
S313,5.64918,-0.150011,American House
S3137,5.60957,-0.238116,Flower Top
S314,5.6458,-0.138042,First Block Factory
S3142,5.63561,-0.215062,Christian Village Junc.
S3146,5.65868,-0.206927,Flower Pot 380
S3147,5.66699,-0.204697,Haatso Station
S3148,5.66752,-0.205082,Total 334
S3149,5.68693,-0.194585,Cosway Junction
S315,5.64847,-0.132441,Station 1
S3153,5.68688,-0.194685,Cosway Junction
S3155,5.67164,-0.204759,Bridge 334
S3156,5.66804,-0.205762,Total 334
S316,5.65175,-0.129539,Curve 082
S3162,5.6079,-0.245762,Nii Boiman
S3166,5.60738,-0.256964,Cold Store 058
S3167,5.61464,-0.260801,Bus Stop 336
S3169,5.61722,-0.261209,Light House 336
S3170,5.61936,-0.2619,Taborah
S3171,5.6223,-0.261728,Star
S3176,5.61052,-0.261199,Five 067
S3177,5.60727,-0.256836,Market 035
S3185,5.62398,-0.173876,Tetteh Quarshie
S3192,5.63761,-0.278649,Down
S32,5.59983,-0.237655,Free Pipe
S320,5.64936,-0.13157,Curve 1 082
S3202,5.63627,-0.29248,Omanjor
S3204,5.63772,-0.295938,School Junction 342
S3208,5.63329,-0.283945,Mensah Addo
S321,5.64675,-0.13444,Station 1 070
S3213,5.60742,-0.257053,Market 035
S3215,5.60718,-0.258677,Number 3
S3216,5.60829,-0.263238,School Junction 343
S3217,5.60899,-0.26394,Container 058
S3218,5.61015,-0.26507,Theatre junction
S3222,5.60833,-0.263254,Theatre junction
S3223,5.60675,-0.254867,Number 3
S3227,5.59324,-0.268719,Kwashieman Station
S3228,5.60032,-0.273201,Family and Freinds
S3229,5.60294,-0.274791,Drug Store 326
S323,5.64751,-0.149948,Curve 2 082
S3233,5.59238,-0.26838,Kwashieman GPRTU Taxi
S3243,5.59802,-0.217084,Roadside 345
S3248,5.68312,-0.014112,Community Nine
S3252,5.6082,-0.245401,Nii Boi Station
S326,5.64211,-0.164886,Bawaleshie 2nd
S3263,5.63096,-0.26772,Israel Masalachi
S327,5.64081,-0.169606,Bawaleshie Traffic Light
S3271,5.64374,-0.186226,Legon Campus
S3277,5.63718,-0.216962,Rich Oil -Filling Station
S3278,5.63855,-0.218405,Road Side 351
S3279,5.64016,-0.219976,Junction 351
S3281,5.64853,-0.23034,Wispon
S3282,5.64593,-0.234602,Crossing
S3283,5.64724,-0.235319,School Junction 351
S3284,5.6437,-0.237885,Dome Market
S3288,5.64753,-0.236597,Dome Crossing Station
S329,5.63593,-0.171911,Yeboah
S3290,5.64404,-0.224544,Vulganizer 351
S3291,5.63751,-0.217459,Village 351
S3294,5.64291,-0.189679,Legon Campus
S3295,5.64053,-0.179354,Okponglo Legon Station
S3296,5.64156,-0.178148,Orponglo
S33,5.60074,-0.239104,Market 030
S3300,5.65978,-0.168815,Book Trust
S3301,5.66447,-0.159882,Estate 353
S3305,5.6598,-0.16683,UPS
S3308,5.59012,-0.207202,5 5
S3313,5.61277,-0.221197,AMA (Abelemkpe)
S3314,5.61271,-0.222354,Vulganizer 356
S3315,5.61219,-0.225062,Marwako
S3316,5.61519,-0.22535,Abofu
S3317,5.61978,-0.225957,Abofu Junction
S332,5.62846,-0.176742,Shiashie
S3321,5.60737,-0.215234,Abelemkpe
S3323,5.59988,-0.197267,Pig Farm Down
S3326,5.59204,-0.205446,Curve 356
S3327,5.58821,-0.20744,Agbajina
S3331,5.59471,-0.207596,Market 311
S3335,5.58418,-0.208265,Lapaz Station
S3339,5.56182,-0.254914,Mars
S334,5.61829,-0.191659,Fiesta Royale
S3340,5.56709,-0.252568,T-Junction 1
S3341,5.56861,-0.251482,Pharmacy 363
S3345,5.5644,-0.249238,Old Stop
S3346,5.5661,-0.252004,T-Junction 363
S3347,5.56564,-0.253853,Junction 363
S3348,5.56475,-0.255367,Cold Store 363
S3349,5.56447,-0.255895,2nd Junction
S335,5.61398,-0.222999,Abofu
S3350,5.56199,-0.255048,Mars
S3351,5.56055,-0.254513,Container 363
S3352,5.55895,-0.25417,Filling Station 295
S3357,5.58748,-0.23272,Cold Store 366
S3360,5.59985,-0.243963,Curve 366
S3361,5.59716,-0.245172,Borla Junction 366
S3362,5.599,-0.247817,Primary School
S3366,5.57107,-0.230491,Nkwadum Junction
S3370,5.57118,-0.229917,Nkwadum Junction
S3372,5.57945,-0.22842,St Theresa's
S3373,5.58129,-0.229941,Obaatampa
S3375,5.5875,-0.232782,Old Store
S3377,5.58887,-0.236197,High Five
S3380,5.59537,-0.242592,Last Stop 367
S3381,5.5959,-0.245347,Night Market 367
S3382,5.59876,-0.245376,Musuni
S3386,5.58668,-0.206308,New Town 37 Station
S3387,5.59281,-0.203664,Park 368
S3393,5.57704,-0.197045,Kanda Overhead
S3394,5.55636,-0.205568,Tigo 331
S3395,5.5541,-0.204903,Accra Poly
S34,5.60264,-0.241701,Eno
S340,5.68802,-0.282137,Bokuase Junction
S3402,5.54826,-0.218337,Road side - New Makola No. 2 Market
S3406,5.53858,-0.211603,Bukom
S3407,5.53748,-0.210321,One Way 2
S3408,5.54402,-0.204483,Accra Bishop Station
S341,5.68801,-0.282019,Festus
S3412,5.57008,-0.200045,Accra High
S3413,5.60125,-0.197636,Pig Farm Junction
S3415,5.6127,-0.202281,King of Kings
S3416,5.61175,-0.199162,Last Chance
S342,5.69299,-0.288713,Fise - CWC
S3420,5.60767,-0.207821,Abelemkpe
S3424,5.58633,-0.207726,Thirty Seven Station
S3425,5.58342,-0.208068,Malata
S3426,5.57054,-0.199861,Sunny FM
S3427,5.55746,-0.205656,Tigo 331
S3433,5.5625,-0.206182,Cathederal
S3434,5.56821,-0.212287,Junction 376
S3435,5.57123,-0.213171,Circle Overhead 996
S3436,5.57717,-0.210225,Junction 376
S3437,5.5781,-0.207787,Mallam Atta Clinic
S3441,5.59468,-0.202254,Jakaal
S3442,5.5971,-0.199005,Topland
S345,5.71794,-0.308349,Shikpontele
S3451,5.57152,-0.213225,Circle Overhead 996
S3453,5.56686,-0.208178,Road Side 376
S3454,5.5635,-0.206215,Delta Capital
S3455,5.56137,-0.206073,Cathederal
S3458,5.55683,-0.205611,Road side - Traffic light
S346,5.72564,-0.311228,Sarpeima Last Stop
S3464,5.62281,-0.069574,Sakumono Estate Junction
S3465,5.64375,-0.059921,Washing Bay 383
S3466,5.66192,-0.050741,NDC
S3467,5.67482,-0.042923,Under Bridge
S347,5.73586,-0.31405,Toll booth
S3472,5.58757,-0.18311,Thirty Seven
S3473,5.55383,-0.200019,Theater
S3474,5.55152,-0.198899,Traffic 383
S3478,5.67928,-0.022428,Roundabout 384
S3486,5.64639,-0.115278,Samara
S3487,5.60811,-0.177262,Airport First
S3490,5.56144,-0.196047,Ridge 256
S3494,5.59376,-0.186347,Cultural Centre
S3499,5.60004,-0.195516,Total 385
S35,5.60385,-0.243565,Post Office 310
S3500,5.59271,-0.203924,Capital lane
S3512,5.65176,-0.180143,Legon Gate
S3519,5.69996,-0.171722,Adenta Barrier
S352,5.70595,-0.298552,Amasaman
S3523,5.69033,-0.171611,Assemblies
S3524,5.67439,-0.174502,Masalachi 081
S3527,5.66187,-0.178328,Pre Sec
S3529,5.64831,-0.179937,Legon Gate
S353,5.68973,-0.285064,Market 084
S3531,5.61598,-0.176142,Shangrila
S3535,5.61014,-0.176417,Epo
S3539,5.65971,-0.166503,UPS
S3540,5.67965,-0.160464,Social Welfare 387
S3541,5.68629,-0.156257,Baba Yara
S3545,5.68599,-0.148166,Work Shop
S3546,5.67247,-0.164941,Roman Junction
S3547,5.66611,-0.164932,New Road
S3548,5.66325,-0.164799,Asanka Local
S3552,5.65277,-0.16921,Trinity 387
S3565,5.54899,-0.335596,"Block Factory, Weija"
S3567,5.54814,-0.337382,SCC
S3568,5.54764,-0.338827,Shoprite
S357,5.61481,-0.234354,Junction 085
S3570,5.53603,-0.410802,Iron City
S3572,5.53551,-0.420086,Second 388
S3576,5.53549,-0.414827,Galilea Market
S3584,5.56841,-0.219678,VIP Station
S3585,5.56906,-0.216824,Circle UTC Station
S3601,5.59611,-0.200383,Club Thousand
S3609,5.57949,-0.199789,Shell 274
S361,5.62009,-0.230064,Achimota New Overhead
S3617,5.56077,-0.200942,Ridge 393
S3622,5.56452,-0.20187,Junction 393
S3623,5.56849,-0.200767,Road Side - Switzerland Embassy
S3628,5.63826,-0.105402,Road Side 394
S3629,5.63611,-0.102803,Glory Oil
S3630,5.62868,-0.089809,Kotobabi
S3632,5.62489,-0.075967,Eighteen
S3634,5.62202,-0.069855,Taxi Rank 394
S3635,5.62923,-0.066689,Road Side 394
S3636,5.64325,-0.060184,Total 394
S3637,5.68731,-0.029646,Traffic Light 004
S3641,5.60135,-0.193592,Road Side 394
S3642,5.59391,-0.194835,Maamobi Market
S3643,5.58535,-0.197623,Alaska
S3647,5.57283,-0.203392,IPMC
S3649,5.57203,-0.205867,Paloma
S365,5.65408,-0.259787,Spot M
S3651,5.57092,-0.210216,GRA
S3657,5.57781,-0.200617,Nima Roundabout 996
S3658,5.58124,-0.197333,Market 395
S3663,5.65183,-0.180046,Legon First
S3664,5.6678,-0.176636,Atomic Second
S3668,5.59377,-0.194719,Mamobi Market
S367,5.65807,-0.267172,Ofankor Barrier
S3672,5.62479,-0.075638,Baatsona
S3674,5.62479,-0.068728,Gas
S3675,5.66366,-0.049862,Klagon
S3676,5.68439,-0.036288,Aduase
S368,5.65891,-0.272683,Phobia
S3682,5.58854,-0.19654,Gutter
S3684,5.58371,-0.197932,Borla 406
S3688,5.61123,-0.217691,Abelemkpe
S3689,5.6226,-0.225912,Curve 399
S369,5.65833,-0.27574,Market 088
S3693,5.61104,-0.218721,Abelemkpe
S3696,5.59215,-0.195453,Kaneshie Station
S3704,5.59898,-0.210814,Station 400
S3705,5.5975,-0.211111,Drugstore
S3708,5.59482,-0.216783,Sunshine 400
S3709,5.59315,-0.216691,Adangme
S3715,5.5889,-0.196539,Junction 400
S3725,5.61598,-0.248462,High Tension
S3726,5.62752,-0.259274,Market 401
S373,5.65635,-0.281842,Abodwese
S3730,5.6133,-0.245044,Container 401
S3732,5.60901,-0.245758,Nii BoiMan Station
S3741,5.59992,-0.196033,Pig Farm
S3745,5.61282,-0.226689,Achimota Overhead
S3748,5.60667,-0.249549,Lapaz
S375,5.65715,-0.280008,Soldier Line
S3750,5.60508,-0.252775,Lapaz Abrantea
S3751,5.59459,-0.266508,Kwashieman 402
S3752,5.58476,-0.274792,Barn Yard
S376,5.65803,-0.276554,First Power
S3760,5.58983,-0.269604,Kwashieman 402
S3777,5.55637,-0.217442,Roundabout 403
S3778,5.55285,-0.214784,First Gate 403
S378,5.65777,-0.265466,Ofankor Barrier
S3783,5.58021,-0.197765,Market 403
S3788,5.6423,-0.238479,Chop Bar 404
S3793,5.63546,-0.215138,Eco Bank 404
S3794,5.62043,-0.218501,Girls Guide
S380,5.65291,-0.25861,Spot M
S3810,5.60318,-0.200693,Ebony 254
S3813,5.60945,-0.210432,Abelemkpe
S3814,5.61078,-0.23381,Akweteman
S3819,5.58743,-0.271734,Bintu
S382,5.64306,-0.24565,Tantra Hill
S3820,5.58595,-0.27282,Banyard 1
S3821,5.57986,-0.277877,Water Works 406
S3823,5.57295,-0.28361,Overhead 406
S3824,5.57352,-0.287092,Borla Junction 406
S3825,5.57432,-0.287412,Abease
S3829,5.58018,-0.276891,Water Works 406
S3833,5.60704,-0.247779,Abeka Lapaz Station
S3835,5.60858,-0.240723,Market 090
S3839,5.59078,-0.195865,McBonalds
S384,5.63995,-0.243536,St John's 094
S385,5.634,-0.239822,Mile 7 Junc.
S3851,5.60867,-0.242101,Mambolino
S3854,5.60651,-0.249801,Ablekuma Station
S3856,5.60207,-0.259981,Kata
S3868,5.59472,-0.2699,Christ Mission
S387,5.62644,-0.234954,Kingsby
S3876,5.60484,-0.203544,Shaka Zulu
S3882,5.56066,-0.229773,Abossey Okai
S3884,5.55813,-0.23128,Total 302
S3885,5.55565,-0.232385,Happy Days 410
S3886,5.55637,-0.235592,Geskia
S3888,5.55797,-0.246513,Flamingo 3
S3891,5.55171,-0.247601,Roadside 410
S3895,5.55025,-0.25129,Bridge 410
S3897,5.55001,-0.253863,Junction 410
S3899,5.54983,-0.255557,Roadside 410
S3906,5.55542,-0.22503,Arabada
S3907,5.55296,-0.223558,Market 488
S391,5.63664,-0.217846,Curve 1 093
S3911,5.56411,-0.21617,Odorna
S3912,5.57086,-0.209616,Ghana Revenue Authority
S3917,5.60915,-0.18403,Airport Residential
S3919,5.65195,-0.180163,Legon Second 414
S392,5.63787,-0.2177,Village
S3926,5.60198,-0.189218,Jack and Jill School
S3927,5.59662,-0.194984,Konca
S393,5.64174,-0.221784,Parakou
S394,5.64306,-0.223237,Container 093
S3942,5.59591,-0.193901,Curve 415
S3943,5.59676,-0.194845,Konca
S3944,5.59812,-0.193807,Accra Girls
S3946,5.60179,-0.193305,Roman Ridge school
S395,5.65333,-0.219091,Curve 2 093
S3951,5.61679,-0.182133,Jinlet Pharmacy
S3952,5.61318,-0.187477,School Junction 415
S3953,5.60629,-0.188777,Bolster
S3954,5.60203,-0.19049,Prisons 415
S3956,5.60182,-0.193136,MedLab
S3957,5.60156,-0.193608,Roman Ridge School
S3958,5.59953,-0.194287,PAWA House
S396,5.65604,-0.220879,No Visa
S3968,5.55042,-0.185208,Second Stop 416
S397,5.65558,-0.222943,Oman
S3970,5.55231,-0.184409,Free Junction
S3972,5.55956,-0.180728,Papaye 2
S3973,5.56145,-0.180666,Papaye 2
S3974,5.56795,-0.180752,Police Hospital
S3975,5.57059,-0.180332,Prisons 002
S3976,5.57375,-0.17955,Aquinas
S3977,5.57884,-0.173864,Junction 416
S3978,5.57912,-0.171452,IGP
S3980,5.5763,-0.177894,Roundabout 416
S3981,5.57398,-0.179469,Aquinas
S3982,5.57332,-0.179703,Prisons 002
S3983,5.57147,-0.180224,Police Station 416
S3986,5.5628,-0.181676,SSNIT 002
S3988,5.56209,-0.181764,Samsung
S3989,5.5596,-0.182212,Papaye 002
S3990,5.55009,-0.188654,First Stop 416
S3991,5.54881,-0.19468,VRA 416
S4,5.62748,-0.31257,Ablekuma Last Stop
S40,5.59393,-0.233055,Blue Kiosk 043
S4001,5.56419,-0.201408,Second Gate 417
S4002,5.57615,-0.196987,Roundabout 417
S4003,5.57557,-0.198507,Police Station 417
S4004,5.57996,-0.197891,Nima Station
S4008,5.5575,-0.154307,Carnival Bar & Lounge
S4009,5.55892,-0.150024,Regimmanuel
S4010,5.56289,-0.143517,T-Junction 419
S4011,5.58334,-0.130878,Block Factory 1
S4013,5.59507,-0.122558,Masalachi 419
S4014,5.59759,-0.11834,Block Factory 2
S4015,5.60839,-0.122776,Ebenezer 419
S4016,5.61198,-0.123673,Noble
S4018,5.61298,-0.124026,Ataa Odoi
S402,5.65518,-0.224114,Oman
S4023,5.61605,-0.124767,Koko Junction
S4024,5.61517,-0.124582,Ataa Odoi
S4025,5.55753,-0.155132,Labadi Court
S4026,5.55729,-0.164829,La General Hospital
S4027,5.56297,-0.173599,Labone
S4029,5.57258,-0.191142,Sankara Second
S403,5.65596,-0.221493,No Visa
S4030,5.57041,-0.212357,Circle Overhead 419
S4031,5.56643,-0.214917,East Cantonment Pharmacy
S4035,5.55824,-0.205404,Tigo 420
S4036,5.55993,-0.205749,Ridge Hospital 420
S4037,5.57491,-0.211736,Boutapiode
S4038,5.58224,-0.206978,Timber Market 420
S4039,5.58339,-0.206806,College
S4041,5.56356,-0.201821,Atlantic Trafic
S4042,5.56153,-0.205928,Ghana Blind Union
S4043,5.55403,-0.204963,Accra Poly
S4047,5.66201,-0.07208,Traffic 421
S405,5.65329,-0.223156,Saw Mill
S4051,5.57113,-0.210288,Busy Internet
S4052,5.57034,-0.213443,Circle Overhead 419
S406,5.63776,-0.217613,Village
S4062,5.70003,-0.171688,Filling Station 422
S4063,5.70556,-0.171054,Ofankor Barrier
S4067,5.68136,-0.171976,Zongo Junction 422
S4069,5.64994,-0.1802,Legon Gate
S408,5.63008,-0.219746,Duanase 093
S4083,5.57437,-0.200753,Nima Police Station
