long_B,stopA_id,stopB_id,lat_A,long_A,lat_B,distance,time
-0.266171,S4280,S2578,5.52876,-0.264537,5.52752,228,63
-0.269861,S4283,S4284,5.52826,-0.268384,5.52954,224,68
-0.273741,S4284,T4259,5.52954,-0.269861,5.5276,496,120
-0.23128,S4292,S3884,5.54826,-0.231169,5.55813,2775,586
-0.215881,S4296,T1043,5.56751,-0.222912,5.56932,811,259
-0.226258,S43,S1250,5.5851,-0.231863,5.58788,716,136
-0.22985,S43,S44,5.5851,-0.231863,5.58109,518,126
-0.227661,S43,S5610,5.5851,-0.231863,5.57755,1004,235
-0.234068,S43,T1492,5.5851,-0.231863,5.58404,271,38
-0.241969,S4300,S4301,5.5381,-0.239488,5.5352,451,96
-0.246244,S4301,S4302,5.5352,-0.241969,5.53267,637,169
-0.250969,S4302,S214,5.53267,-0.246244,5.53241,536,85
-0.225837,S431,T251,5.62122,-0.231483,5.62079,1157,300
-0.273741,S4310,T4259,5.52842,-0.26857,5.5276,687,161
-0.267765,S4314,S4315,5.52901,-0.271622,5.52788,505,131
-0.266436,S4315,S2288,5.52788,-0.267765,5.52727,179,64
-0.211741,S4317,S1164,5.52907,-0.264223,5.53359,6611,996
-0.239353,S4317,S4319,5.52907,-0.264223,5.54108,3572,667
-0.240265,S4319,S4320,5.54108,-0.239353,5.55152,1172,168
-0.231257,S4319,S4958,5.54108,-0.239353,5.55792,2776,489
-0.239874,S4320,S4322,5.55152,-0.240265,5.55778,700,145
-0.238771,S4322,S4323,5.55778,-0.239874,5.56138,419,76
-0.235921,S4323,T75,5.56138,-0.238771,5.56507,581,162
-0.250942,S4329,S4330,5.53216,-0.248303,5.53239,293,44
-0.254053,S4330,S2096,5.53239,-0.250942,5.53194,361,57
-0.261413,S4333,S4278,5.53193,-0.254102,5.53102,824,160
-0.269887,S4346,S4261,5.52948,-0.27016,5.52951,38,29
-0.204498,S4352,S1166,5.5401,-0.207545,5.54397,548,72
-0.240716,S436,S437,5.63483,-0.240074,5.62372,18532,1332
-0.238304,S436,S5063,5.63483,-0.240074,5.64268,12997,1300
-0.241751,S436,S694,5.63483,-0.240074,5.63772,12169,1164
-0.248283,S4360,S4361,5.53387,-0.237301,5.53223,1386,251
-0.250969,S4361,S214,5.53223,-0.248283,5.53241,299,45
-0.242477,S437,S438,5.62372,-0.240716,5.62239,245,33
-0.234307,S4373,S4374,5.58239,-0.235185,5.57959,395,86
-0.233892,S4374,S1297,5.57959,-0.234307,5.56641,2008,395
-0.235191,S4378,S4397,5.58024,-0.234719,5.58244,311,79
-0.235117,S4378,T132,5.58024,-0.234719,5.58467,775,160
-0.242989,S438,S440,5.62239,-0.242477,5.62511,366,64
-0.234544,S4382,S4383,5.58007,-0.234684,5.57881,207,46
-0.23619,S4383,S4384,5.57881,-0.234544,5.57411,599,98
-0.235529,S4384,S4386,5.57411,-0.23619,5.57176,291,45
-0.237085,S4386,S4388,5.57176,-0.235529,5.56867,538,109
-0.235921,S4388,T75,5.56867,-0.237085,5.56507,2401,540
-0.235465,S4393,S4394,5.57536,-0.236369,5.57797,319,45
-0.234042,S4394,S4395,5.57797,-0.235465,5.57915,205,38
-0.234719,S4395,S4378,5.57915,-0.234042,5.58024,158,39
-0.23633,S4397,S4398,5.58244,-0.235191,5.58406,300,62
-0.235117,S4398,T132,5.58406,-0.23633,5.58467,176,36
-0.229199,S44,S46,5.58109,-0.22985,5.57573,773,151
-0.234068,S44,T1492,5.58109,-0.22985,5.58404,713,146
-0.245805,S440,S441,5.62511,-0.242989,5.62559,389,70
-0.216475,S4402,T1206,5.5626,-0.200692,5.56959,4283,757
-0.182548,S4408,S4409,5.5731,-0.1923,5.56702,1344,178
-0.182008,S4409,S4410,5.56702,-0.182548,5.56508,265,59
-0.246218,S441,S442,5.62559,-0.245805,5.62686,152,33
-0.18225,S4410,S4411,5.56508,-0.182008,5.56324,206,43
-0.184181,S4410,T1442,5.56508,-0.182008,5.55346,1437,351
-0.181416,S4411,S4412,5.56324,-0.18225,5.55355,1168,329
-0.184181,S4412,T1442,5.55355,-0.181416,5.55346,324,85
-0.192593,S4416,S4417,5.57285,-0.191286,5.57347,161,17
-0.205867,S4417,S3649,5.57347,-0.192593,5.57203,1523,174
-0.250584,S442,S443,5.62686,-0.246218,5.62658,662,106
-0.213778,S4421,S4422,5.57124,-0.21008,5.57045,466,122
-0.235921,S4422,T75,5.57045,-0.213778,5.56507,3279,820
-0.182548,S4427,S4409,5.57373,-0.197689,5.56702,1983,246
-0.252223,S443,S444,5.62658,-0.250584,5.62729,214,47
-0.180698,S4437,S4438,5.56612,-0.181032,5.56805,241,49
-0.1774,S4438,S1568,5.56805,-0.180698,5.60639,4810,613
-0.261461,S444,S445,5.62729,-0.252223,5.62814,1160,264
-0.177888,S4446,S4447,5.65666,-0.179631,5.66279,710,59
-0.176689,S4447,S278,5.66279,-0.177888,5.66794,598,69
-0.265197,S445,S446,5.62814,-0.261461,5.63097,640,173
-0.267035,S446,S447,5.63097,-0.265197,5.63095,204,32
-0.181058,S4463,S4465,5.59813,-0.179567,5.59108,801,79
-0.179574,S4465,S4466,5.59108,-0.181058,5.5885,537,119
-0.176261,S4466,S4467,5.5885,-0.179574,5.58483,741,115
-0.175422,S4467,S4468,5.58483,-0.176261,5.57992,634,76
-0.180035,S4468,S4469,5.57992,-0.175422,5.57184,1087,129
-0.180859,S4469,S4470,5.57184,-0.180035,5.56804,432,55
-0.268825,S447,T448,5.63095,-0.267035,5.63116,253,43
-0.18116,S4470,S1188,5.56804,-0.180859,5.56585,264,73
-0.184181,S4478,T1442,5.55495,-0.183343,5.55346,220,40
-0.205427,S4482,S4483,5.56253,-0.201466,5.55935,573,81
-0.210928,S4483,S206,5.55935,-0.205427,5.55201,2135,447
-0.207681,S4488,S4489,5.56654,-0.211819,5.59015,3747,596
-0.207453,S4489,S2199,5.59015,-0.207681,5.58951,104,42
-0.230442,S4499,S4501,5.53568,-0.229003,5.53537,163,26
-0.232887,S4501,S4769,5.53537,-0.230442,5.53482,277,40
-0.238041,S4501,S927,5.53537,-0.230442,5.53367,862,151
-0.235723,S4506,S1000,5.53454,-0.242366,5.53417,756,129
-0.239831,S4506,S2600,5.53454,-0.242366,5.5379,495,129
-0.257408,S451,S453,5.62809,-0.261642,5.62709,481,113
-0.262662,S451,S5779,5.62809,-0.261642,5.62116,889,183
-0.247032,S451,T0,5.62809,-0.261642,5.6074,9018,1507
-0.213043,S4511,S4512,5.53792,-0.218006,5.53895,567,148
-0.209251,S4512,T1146,5.53895,-0.213043,5.54146,922,222
-0.209948,S4512,T4557,5.53895,-0.213043,5.54016,424,108
-0.258246,S4516,S2371,5.55853,-0.256477,5.5669,1531,226
-0.170582,S4525,S4526,5.54758,-0.198998,5.55489,3287,406
-0.169099,S4526,S4527,5.55489,-0.170582,5.55544,175,13
-0.157934,S4527,T4528,5.55544,-0.169099,5.55989,1405,211
-0.249401,S453,S455,5.62709,-0.257408,5.62749,1076,196
-0.207564,S4531,T3099,5.54638,-0.202178,5.54566,742,214
-0.0792741,S4536,T768,5.59894,-0.113254,5.60217,5057,874
-0.09788,S4540,S4541,5.59112,-0.093712,5.58851,545,117
-0.10285,S4541,S4543,5.58851,-0.09788,5.5848,689,170
-0.181868,S4543,S4544,5.5848,-0.10285,5.55083,9862,961
-0.206495,S4544,S4545,5.55083,-0.181868,5.54432,2962,492
-0.207564,S4545,T3099,5.54432,-0.206495,5.54566,325,89
-0.247426,S455,S456,5.62749,-0.249401,5.62859,264,40
-0.189568,S4552,S4553,5.55335,-0.184592,5.54974,793,207
-0.20442,S4553,S4554,5.54974,-0.189568,5.5442,1828,264
-0.206495,S4554,S4545,5.5442,-0.20442,5.54432,412,103
-0.201709,S4554,T244,5.5442,-0.20442,5.54863,802,230
-0.235613,S4559,S4560,5.52957,-0.226672,5.52769,1011,164
-0.230494,S4559,S4797,5.52957,-0.226672,5.52879,432,71
-0.245709,S456,S457,5.62859,-0.247426,5.62502,467,88
-0.237062,S4560,S4561,5.52769,-0.235613,5.52746,162,24
-0.239151,S4561,S4562,5.52746,-0.237062,5.5272,234,31
-0.241806,S4562,S4564,5.5272,-0.239151,5.52698,295,42
-0.247164,S4564,S4565,5.52698,-0.241806,5.52667,612,103
-0.243834,S4564,S890,5.52698,-0.241806,5.52687,244,38
-0.247001,S4565,T4566,5.52667,-0.247164,5.52898,311,57
-0.236279,S4569,S1320,5.52702,-0.241896,5.52758,626,94
-0.242315,S457,S458,5.62502,-0.245709,5.62232,701,128
-0.211805,S4572,S4573,5.53001,-0.224566,5.53358,1484,125
-0.208804,S4573,S4786,5.53358,-0.211805,5.53853,665,81
-0.210029,S4573,S4816,5.53358,-0.211805,5.53743,474,59
-0.209948,S4573,T4557,5.53358,-0.211805,5.54016,935,196
-0.226672,S4577,S4559,5.53203,-0.217135,5.52957,1092,111
-0.224266,S4577,S4578,5.53203,-0.217135,5.53005,820,67
-0.233285,S4578,S4579,5.53005,-0.224266,5.52776,1030,167
-0.235686,S4579,S4580,5.52776,-0.233285,5.52775,272,43
-0.231483,S458,S431,5.62232,-0.242315,5.62122,1645,301
-0.239151,S4580,S4562,5.52775,-0.235686,5.5272,394,75
-0.241721,S4580,S4581,5.52775,-0.235686,5.52699,679,115
-0.245948,S4581,S4582,5.52699,-0.241721,5.52663,470,74
-0.250591,S4582,T893,5.52663,-0.245948,5.52619,516,90
-0.209948,S4589,T4557,5.53002,-0.224221,5.54016,2381,318
-0.246571,S4596,T4598,5.54811,-0.240268,5.54674,861,164
-0.230747,S46,S47,5.57573,-0.229199,5.57423,251,65
-0.209948,S4601,T4557,5.54576,-0.240267,5.54016,4463,619
-0.261997,S4625,S4626,5.52556,-0.258865,5.52226,867,247
-0.264425,S4626,S2289,5.52226,-0.261997,5.52897,913,295
-0.263751,S4626,S4627,5.52226,-0.261997,5.52137,249,57
-0.265103,S4627,S4628,5.52137,-0.263751,5.52112,152,30
-0.261997,S4628,S4626,5.52112,-0.265103,5.52226,401,87
-0.216699,S4635,S1313,5.53686,-0.223365,5.5448,1759,360
-0.215389,S4635,S981,5.53686,-0.223365,5.54106,1293,270
-0.220246,S4638,S4639,5.54776,-0.217777,5.55026,399,95
-0.219885,S4638,T54,5.54776,-0.217777,5.5516,658,155
-0.219885,S4639,T54,5.55026,-0.220246,5.5516,293,86
-0.254772,S4643,S4644,5.53033,-0.253793,5.52778,405,97
-0.25465,S4644,S4645,5.52778,-0.254772,5.52688,101,20
-0.254564,S4645,S4646,5.52688,-0.25465,5.52578,123,29
-0.256774,S4646,T4623,5.52578,-0.254564,5.52523,252,68
-0.238944,S465,S1530,5.59884,-0.224234,5.6006,2208,466
-0.216939,S465,S466,5.59884,-0.224234,5.59127,1980,253
-0.21801,S465,S5283,5.59884,-0.224234,5.58807,1391,144
-0.247032,S465,T0,5.59884,-0.224234,5.6074,5697,1193
-0.239364,S4658,S2468,5.53865,-0.238875,5.54131,303,54
-0.216836,S466,S1643,5.59127,-0.216939,5.5953,451,93
-0.216901,S466,S467,5.59127,-0.216939,5.59597,526,112
-0.219888,S466,T3711,5.59127,-0.216939,5.59283,483,96
-0.244937,S4661,S4662,5.54322,-0.241526,5.54289,385,108
-0.246678,S4662,S4663,5.54289,-0.244937,5.54278,208,68
-0.248565,S4663,S4664,5.54278,-0.246678,5.54285,229,59
-0.248567,S4663,S4686,5.54278,-0.246678,5.54288,231,60
-0.24897,S4664,S4665,5.54285,-0.248565,5.54419,193,40
-0.249007,S4665,S4666,5.54419,-0.24897,5.54523,112,22
-0.250312,S4665,S4689,5.54419,-0.24897,5.54527,269,59
-0.252092,S4666,T2431,5.54523,-0.249007,5.54518,352,77
-0.216915,S467,S468,5.59597,-0.216901,5.59869,324,72
-0.249017,S4670,S4671,5.54526,-0.249433,5.54516,65,14
-0.244713,S4671,S4672,5.54516,-0.249017,5.54295,748,189
-0.240124,S4672,S4673,5.54295,-0.244713,5.54332,511,126
-0.239128,S4673,S4674,5.54332,-0.240124,5.53998,413,75
-0.237663,S4674,S4675,5.53998,-0.239128,5.53428,654,98
-0.235497,S4675,S4771,5.53428,-0.237663,5.53422,302,66
-0.226771,S4675,S914,5.53428,-0.237663,5.53613,1292,219
-0.212234,S468,S1051,5.59869,-0.216915,5.5984,514,89
-0.216783,S468,S3708,5.59869,-0.216915,5.59482,453,100
-0.209171,S468,T470,5.59869,-0.216915,5.59591,952,177
-0.243278,S4683,S4684,5.54321,-0.241543,5.54307,193,47
-0.246678,S4684,S4663,5.54307,-0.243278,5.54278,378,83
-0.24897,S4686,S4665,5.54288,-0.248567,5.54419,191,39
-0.252092,S4689,T2431,5.54527,-0.250312,5.54518,219,51
-0.245801,S4694,S4696,5.55453,-0.24741,5.55884,548,110
-0.235831,S4696,S1110,5.55884,-0.245801,5.55636,1136,231
-0.226142,S4699,S2136,5.55586,-0.233351,5.5554,1272,238
-0.231368,S47,S49,5.57423,-0.230747,5.57339,118,22
-0.230981,S47,S5613,5.57423,-0.230747,5.57213,309,68
-0.221172,S4701,S4702,5.55251,-0.222917,5.55093,261,63
-0.217943,S4702,S4703,5.55093,-0.221172,5.54792,490,125
-0.215964,S4703,T1081,5.54792,-0.217943,5.54539,443,82
-0.237284,S4707,S4708,5.5523,-0.235088,5.55305,257,51
-0.240148,S4708,S2583,5.55305,-0.237284,5.55348,344,77
-0.247164,S4710,S4711,5.5554,-0.244373,5.55552,309,69
-0.247258,S4711,S4712,5.55552,-0.247164,5.5507,560,116
-0.247991,S4711,S4734,5.55552,-0.247164,5.55336,303,51
-0.240152,S4712,S2437,5.5507,-0.247258,5.54825,1134,249
-0.24919,S4712,S4713,5.5507,-0.247258,5.55059,211,49
-0.251108,S4713,S4714,5.55059,-0.24919,5.55239,424,122
-0.255062,S4714,S4739,5.55239,-0.251108,5.54998,623,115
-0.249695,S4714,S5117,5.55239,-0.251108,5.55253,182,33
-0.216813,S4718,S4719,5.55052,-0.248811,5.56904,5106,1042
-0.200753,S4719,S4083,5.56904,-0.216813,5.57437,2017,371
-0.235563,S4727,S4729,5.55566,-0.232402,5.55612,353,70
-0.242669,S4729,S4731,5.55612,-0.235563,5.5561,927,218
-0.247164,S4731,S4711,5.5561,-0.242669,5.55552,553,126
-0.249736,S4734,S4735,5.55336,-0.247991,5.55281,199,35
-0.251108,S4735,S4714,5.55281,-0.249736,5.55239,156,22
-0.2574,S4739,T4715,5.54998,-0.255062,5.54954,263,45
-0.252252,S4743,S4744,5.58205,-0.248004,5.59104,1449,283
-0.252231,S4744,S1992,5.59104,-0.252252,5.5935,286,51
-0.26274,S4747,S4749,5.60379,-0.258063,5.62149,2305,456
-0.261728,S4749,S3171,5.62149,-0.26274,5.6223,175,59
-0.229452,S475,S243,5.6091,-0.226693,5.61653,892,77
-0.243086,S4756,S4758,5.58856,-0.251118,5.58199,1806,301
-0.238426,S4758,S1239,5.58199,-0.243086,5.57149,1499,281
-0.235921,S4760,T75,5.57046,-0.237585,5.56507,2607,588
-0.226771,S4764,S914,5.54136,-0.212193,5.53613,1939,286
-0.235497,S4769,S4771,5.53482,-0.232887,5.53422,297,40
-0.237949,S4771,S4772,5.53422,-0.235497,5.5337,277,69
-0.230805,S4771,T2497,5.53422,-0.235497,5.53665,970,150
-0.240846,S4772,S4773,5.5337,-0.237949,5.53428,335,43
-0.243597,S4773,S928,5.53428,-0.240846,5.53505,316,48
-0.211805,S4784,S4573,5.53668,-0.221662,5.53358,1930,163
-0.20442,S4786,S4554,5.53853,-0.208804,5.5442,1291,191
-0.213683,S4792,S885,5.53729,-0.212636,5.53636,176,61
-0.235686,S4797,S4580,5.52879,-0.230494,5.52775,598,96
-0.245941,S480,S482,5.60948,-0.238154,5.60802,877,116
-0.241008,S480,S5044,5.60948,-0.238154,5.60884,324,33
-0.246312,S480,S853,5.60948,-0.238154,5.60769,8172,1161
-0.250591,S4806,T893,5.52635,-0.249096,5.52619,166,27
-0.246067,S4810,S896,5.52633,-0.249648,5.52659,398,91
-0.236279,S4813,S1320,5.52745,-0.237008,5.52758,82,11
-0.210029,S4815,S4816,5.5298,-0.225399,5.53743,2053,195
-0.208804,S4816,S4786,5.53743,-0.210029,5.53853,185,20
-0.208767,S4816,S4817,5.53743,-0.210029,5.53859,197,61
-0.207564,S4816,T3099,5.53743,-0.210029,5.54566,1261,242
-0.20442,S4817,S4554,5.53859,-0.208767,5.5442,1290,261
-0.248462,S482,S3725,5.60802,-0.245941,5.61598,1124,259
-0.249549,S482,S3748,5.60802,-0.245941,5.60667,429,145
-0.246312,S482,S853,5.60802,-0.245941,5.60769,7295,1045
-0.247032,S482,T0,5.60802,-0.245941,5.6074,7209,1036
-0.236936,S4822,S4823,5.55195,-0.233692,5.55286,384,96
-0.240174,S4823,S4824,5.55286,-0.236936,5.55375,417,88
-0.247187,S4824,S4825,5.55375,-0.240174,5.55568,1102,237
-0.24754,S4825,S2401,5.55568,-0.247187,5.55347,249,41
-0.240152,S4831,S2437,5.55089,-0.245974,5.54825,985,193
-0.226506,S4834,S937,5.53437,-0.2378,5.53619,1335,228
-0.153146,S4840,S4841,5.56012,-0.155392,5.56138,290,55
-0.152562,S4841,S4842,5.56138,-0.153146,5.56342,316,74
-0.151429,S4842,S4843,5.56342,-0.152562,5.5642,185,42
-0.150944,S4843,S4844,5.5642,-0.151429,5.56492,97,19
-0.149415,S4844,S4845,5.56492,-0.150944,5.56732,317,85
-0.148074,S4845,T4847,5.56732,-0.149415,5.56911,248,71
-0.152856,S4850,S4851,5.56773,-0.149198,5.56151,916,226
-0.154897,S4851,S4852,5.56151,-0.152856,5.56054,253,58
-0.157739,S4852,S4853,5.56054,-0.154897,5.55974,343,71
-0.165013,S4853,S4855,5.55974,-0.157739,5.55731,865,160
-0.176464,S4855,S4856,5.55731,-0.165013,5.55299,1355,141
-0.179053,S4856,S4857,5.55299,-0.176464,5.55204,305,42
-0.182597,S4857,S4858,5.55204,-0.179053,5.55081,423,71
-0.201709,S4858,T244,5.55081,-0.182597,5.54863,2242,340
-0.233933,S486,S2356,5.60912,-0.238147,5.61053,491,24
-0.232868,S486,S487,5.60912,-0.238147,5.61069,609,30
-0.24265,S486,S5721,5.60912,-0.238147,5.6086,5607,587
-0.247032,S486,T0,5.60912,-0.238147,5.6074,4212,816
-0.217458,S4863,S2666,5.54077,-0.215158,5.53822,791,140
-0.246314,S4869,S991,5.53883,-0.246567,5.53561,392,72
-0.210393,S487,S1331,5.61069,-0.232868,5.60938,2893,220
-0.229452,S487,S243,5.61069,-0.232868,5.61653,1388,104
-0.246567,S4870,S4869,5.53983,-0.251367,5.53883,634,96
-0.254842,S4870,S4871,5.53983,-0.251367,5.54189,448,73
-0.24723,S4870,S4956,5.53983,-0.251367,5.53903,528,79
-0.259145,S4871,T4872,5.54189,-0.254842,5.54384,523,78
-0.253389,S4875,S4876,5.54175,-0.254857,5.54092,187,35
-0.246252,S4876,S934,5.54092,-0.253389,5.53569,1210,217
-0.251367,S4884,S4870,5.54216,-0.255507,5.53983,526,89
-0.239364,S4895,S2468,5.54703,-0.239522,5.54131,710,110
-0.244656,S4897,S4898,5.54114,-0.24367,5.53939,366,99
-0.248294,S4898,S1845,5.53939,-0.244656,5.53888,406,53
-0.233767,S49,S50,5.57339,-0.231368,5.56604,1625,284
-0.254933,S4900,S4922,5.53997,-0.251507,5.54185,433,72
-0.2574,S4900,T4715,5.53997,-0.251507,5.54954,1581,286
-0.238415,S4904,S4906,5.5391,-0.247424,5.53701,1327,184
-0.232905,S4906,S915,5.53701,-0.238415,5.53474,910,161
-0.215964,S4911,T1081,5.54321,-0.216043,5.54539,306,66
-0.235723,S4915,S1000,5.53527,-0.23085,5.53417,553,78
-0.243684,S4917,S998,5.53459,-0.242188,5.53505,173,31
-0.254105,S4922,S4924,5.54185,-0.254933,5.54683,620,108
-0.254176,S4922,S4943,5.54185,-0.254933,5.54428,336,59
-0.254153,S4922,S4944,5.54185,-0.254933,5.54572,496,89
-0.255262,S4924,S4947,5.54683,-0.254105,5.54698,143,30
-0.2574,S4924,T4715,5.54683,-0.254105,5.54954,728,162
-0.25026,S4929,S4931,5.55023,-0.254437,5.55256,621,108
-0.205381,S493,S494,5.63891,-0.209038,5.6413,484,59
-0.249292,S4931,S4932,5.55256,-0.25026,5.55061,305,73
-0.249792,S4932,S5112,5.55061,-0.249292,5.55278,245,63
-0.235921,S4932,T75,5.55061,-0.249292,5.56507,3128,593
-0.185832,S494,S495,5.6413,-0.205381,5.64377,5592,589
-0.189874,S494,S512,5.6413,-0.205381,5.64263,1833,184
-0.254153,S4943,S4944,5.54428,-0.254176,5.54572,160,31
-0.254105,S4944,S4924,5.54572,-0.254153,5.54683,124,19
-0.255197,S4947,S4948,5.54698,-0.255262,5.54957,301,55
-0.2574,S4948,T4715,5.54957,-0.255197,5.54954,284,77
-0.179331,S495,T497,5.64377,-0.185832,5.64911,2327,287
-0.2564,S4952,S4953,5.54517,-0.255496,5.54263,328,63
-0.254121,S4953,S4954,5.54263,-0.2564,5.54135,290,52
-0.251367,S4954,S4870,5.54135,-0.254121,5.53983,349,54
-0.239353,S4956,S4319,5.53903,-0.24723,5.54108,969,144
-0.219617,S4958,S4960,5.55792,-0.231257,5.5685,1816,332
-0.216475,S4960,T1206,5.5685,-0.219617,5.56959,2618,510
-0.236366,S4964,S4965,5.54729,-0.23339,5.5471,345,48
-0.238397,S4965,S4966,5.5471,-0.236366,5.54712,225,23
-0.23956,S4966,S4967,5.54712,-0.238397,5.54187,769,120
-0.242945,S4967,S4968,5.54187,-0.23956,5.53994,577,83
-0.251507,S4968,S4900,5.53994,-0.242945,5.53997,1032,137
-0.242442,S4988,S2474,5.53331,-0.24276,5.53078,283,60
-0.250577,S4993,T894,5.52639,-0.248989,5.52624,183,35
-0.325033,S5,S6,5.64126,-0.330172,5.65788,2100,263
-0.233454,S50,S51,5.56604,-0.233767,5.56506,114,21
-0.186121,S500,S501,5.64023,-0.183388,5.64376,689,81
-0.338928,S5004,S4190,5.56573,-0.288866,5.54748,6160,469
-0.400462,S5007,S100,5.54685,-0.382532,5.53851,2192,165
-0.398675,S5007,S99,5.54685,-0.382532,5.5392,1979,137
-0.205467,S501,S503,5.64376,-0.186121,5.64124,2330,259
-0.398004,S5014,S5016,5.53567,-0.410819,5.53912,1469,127
-0.358021,S5016,S5018,5.53912,-0.398004,5.55225,23554,1810
-0.302582,S5018,S5020,5.55225,-0.358021,5.5561,7352,1098
-0.286072,S5020,S1768,5.5561,-0.302582,5.56922,2478,168
-0.263932,S5022,S1772,5.57387,-0.27717,5.58,1665,201
-0.238448,S5028,S2641,5.5468,-0.240135,5.53673,1141,153
-0.189679,S503,S3294,5.64124,-0.205467,5.64291,1882,194
-0.213178,S503,S504,5.64124,-0.205467,5.63739,963,135
-0.215015,S503,S522,5.64124,-0.205467,5.63505,1293,213
-0.218873,S504,S306,5.63739,-0.213178,5.62707,1500,266
-0.219142,S504,S505,5.63739,-0.213178,5.62281,1998,344
-0.215243,S504,S543,5.63739,-0.213178,5.63474,373,86
-0.226945,S504,S684,5.63739,-0.213178,5.61279,4534,557
-0.253847,S5044,S5047,5.60884,-0.241008,5.5973,6654,978
-0.250333,S5047,S5048,5.5973,-0.253847,5.59748,544,130
-0.251216,S5048,S5049,5.59748,-0.250333,5.58905,1246,301
-0.251448,S5049,T118,5.58905,-0.251216,5.58776,156,31
-0.225837,S505,T251,5.62281,-0.219142,5.62079,843,136
-0.256238,S5053,S5054,5.59074,-0.252158,5.60278,1464,344
-0.24909,S5054,S3040,5.60278,-0.256238,5.6065,957,127
-0.237885,S5063,S3284,5.64268,-0.238304,5.6437,123,18
-0.237397,S5063,S5064,5.64268,-0.238304,5.65176,1059,254
-0.237397,S5064,S5065,5.65176,-0.237397,5.65806,702,141
-0.237406,S5064,T5241,5.65176,-0.237397,5.66086,1013,189
-0.239125,S5065,S5067,5.65806,-0.237397,5.66708,1052,173
-0.239871,S5067,S5069,5.66708,-0.239125,5.6819,1787,248
-0.231638,S5069,S5070,5.6819,-0.239871,5.68668,1660,219
-0.231969,S5070,S5071,5.68668,-0.231638,5.68868,225,28
-0.235572,S5071,S5072,5.68868,-0.231969,5.69488,870,126
-0.235508,S5072,T5073,5.69488,-0.235572,5.70239,1038,160
-0.238866,S5076,S5077,5.69035,-0.232126,5.66743,4008,530
-0.23731,S5077,S5078,5.66743,-0.238866,5.65824,1047,178
-0.239109,S5078,S5079,5.65824,-0.23731,5.63367,4386,985
-0.237462,S5078,S5349,5.65824,-0.23731,5.65239,651,135
-0.225837,S5079,T251,5.63367,-0.239109,5.62079,3220,558
-0.249656,S5083,S5084,5.56616,-0.247727,5.56737,253,35
-0.251482,S5084,S3341,5.56737,-0.249656,5.56861,245,33
-0.26796,S5088,S1792,5.56528,-0.26291,5.56466,572,101
-0.215062,S509,S3142,5.63742,-0.213015,5.63561,372,115
-0.205381,S509,S494,5.63742,-0.213015,5.6413,960,164
-0.207807,S509,S833,5.63742,-0.213015,5.65663,2603,403
-0.231544,S5098,S5099,5.52813,-0.233658,5.52853,238,34
-0.230274,S5099,S5100,5.52853,-0.231544,5.5288,144,23
-0.229574,S51,S52,5.56506,-0.233454,5.55863,2432,403
-0.227455,S5100,S5101,5.5288,-0.230274,5.52936,318,46
-0.225074,S5101,S5102,5.52936,-0.227455,5.52985,269,40
-0.210029,S5102,S4816,5.52985,-0.225074,5.53743,2017,190
-0.247039,S5108,S5109,5.55558,-0.244187,5.55567,316,71
-0.24754,S5109,S2401,5.55567,-0.247039,5.55347,261,57
-0.2574,S5112,T4715,5.55278,-0.249792,5.54954,1039,183
-0.249311,S5117,S5118,5.55253,-0.249695,5.55056,228,62
-0.247258,S5118,S4712,5.55056,-0.249311,5.5507,225,71
-0.185777,S512,S514,5.64263,-0.189874,5.64378,6846,702
-0.217129,S5124,S5126,5.53682,-0.223647,5.53189,1540,142
-0.211805,S5126,S4573,5.53189,-0.217129,5.53358,633,62
-0.196567,S5136,S2510,5.59067,-0.195921,5.58836,267,85
-0.210376,S5139,S5140,5.57298,-0.201804,5.57101,976,127
-0.183818,S514,S516,5.64378,-0.185777,5.63998,667,74
-0.213171,S5140,S5141,5.57101,-0.210376,5.57132,412,126
-0.215881,S5141,T1043,5.57132,-0.213171,5.56932,2273,699
-0.19654,S5148,S3682,5.58095,-0.199031,5.58854,892,216
-0.233624,S5152,S1431,5.59389,-0.194791,5.57981,8605,1384
-0.179353,S516,S517,5.63998,-0.183818,5.64064,563,80
-0.0323839,S5162,T679,5.68714,-0.029455,5.6869,418,141
-0.210288,S5166,S4051,5.57175,-0.20707,5.57113,364,50
-0.186226,S517,S3271,5.64064,-0.179353,5.64374,1172,157
-0.276219,S5172,S1734,5.61402,-0.27379,5.61686,605,138
-0.268803,S5178,S877,5.60918,-0.274823,5.59319,2095,594
-0.252931,S5188,S5189,5.62656,-0.25068,5.63097,671,155
-0.243818,S5188,S5331,5.62656,-0.25068,5.63251,1123,186
-0.252313,S5189,S5190,5.63097,-0.252931,5.64943,2831,428
-0.260362,S5190,S5192,5.64943,-0.252313,5.65439,1049,60
-0.271771,S5192,S5194,5.65439,-0.260362,5.67271,2619,197
-0.281729,S5194,S415,5.67271,-0.271771,5.68773,2386,265
-0.226609,S52,S53,5.55863,-0.229574,5.55574,459,84
-0.271105,S5202,S5203,5.68732,-0.281742,5.6689,2479,177
-0.265435,S5203,S15,5.6689,-0.271105,5.65746,1563,136
-0.250608,S5203,S5204,5.6689,-0.271105,5.64176,4629,424
-0.248974,S5204,S5205,5.64176,-0.250608,5.62371,2731,432
-0.250182,S5205,S5206,5.62371,-0.248974,5.62179,367,72
-0.247032,S5206,T0,5.62179,-0.250182,5.6074,8503,1229
